host_id,region,disk_usage,network_errors,uptime_hours,log_time
SRV_519,Bangalore,71.27,6.0,1002,2026-05-26 16:59:00
SRV_520,Chennai,43.36,,742,2026-05-26 17:00:00
SRV_521,Mumbai,49.5,,1319,2026-05-26 17:01:00
SRV_522,Pune,76.5,0.0,224,2026-05-26 17:02:00
SRV_523,Mumbai,20.86,,312,2026-05-26 17:03:00
SRV_524,Chennai,24.36,,981,2026-05-26 17:04:00
SRV_525,Pune,69.74,0.0,1481,2026-05-26 17:05:00
SRV_526,Mumbai,79.04,,758,2026-05-26 17:06:00
SRV_527,Chennai,98.75,7.0,1589,2026-05-26 17:07:00
SRV_528,Mumbai,38.63,0.0,1342,2026-05-26 17:08:00
SRV_529,Chennai,93.48,0.0,256,2026-05-26 17:09:00
SRV_530,Bangalore,48.43,4.0,88,2026-05-26 17:10:00
SRV_531,Delhi,90.99,,804,2026-05-26 17:11:00
SRV_532,Mumbai,47.1,8.0,856,2026-05-26 17:12:00
SRV_533,Mumbai,54.32,,210,2026-05-26 17:13:00
SRV_534,Mumbai,27.11,,746,2026-05-26 17:14:00
SRV_535,Pune,-10.0,5.0,536,2026-05-26 17:15:00
SRV_536,Mumbai,86.13,2.0,106,2026-05-26 17:16:00
SRV_537,Pune,80.54,5.0,1232,2026-05-21 10:00:00
SRV_538,Pune,27.17,,1621,2026-05-26 17:18:00
SRV_539,Mumbai,79.7,9.0,717,2026-05-26 17:19:00
SRV_540,Hyderabad,-10.0,,796,2026-05-26 17:20:00
SRV_541,Mumbai,80.05,5.0,1484,2026-05-26 17:21:00
SRV_542,Bangalore,95.95,8.0,787,2026-05-26 17:22:00
SRV_543,Mumbai,24.26,1.0,1555,2026-05-26 17:23:00
SRV_544,Bangalore,58.71,,1187,2026-05-26 17:24:00
SRV_545,Pune,85.12,0.0,109,2026-05-26 17:25:00
SRV_546,Chennai,92.17,,654,2026-05-26 17:26:00
SRV_547,Bangalore,150.0,,1033,2026-05-26 17:27:00
SRV_548,Delhi,58.17,4.0,352,2026-05-26 17:28:00
SRV_549,Mumbai,96.53,0.0,401,2026-05-26 17:29:00
SRV_550,Pune,95.78,,128,2026-05-26 17:30:00
SRV_551,Mumbai,48.09,,1373,2026-05-26 17:31:00
SRV_552,Bangalore,81.53,2.0,971,2026-05-26 17:32:00
SRV_553,Hyderabad,91.6,0.0,660,2026-05-26 17:33:00
SRV_554,Delhi,39.96,0.0,1773,2026-05-26 17:34:00
SRV_555,Hyderabad,-10.0,,1391,INVALID_DATE
SRV_556,Chennai,24.6,,1747,2026-05-26 17:36:00
SRV_557,Bangalore,43.98,,1026,2026-05-26 17:37:00
SRV_558,Chennai,70.36,8.0,546,2026-05-26 17:38:00
SRV_559,Mumbai,59.28,9.0,408,2026-05-26 17:39:00
SRV_560,Chennai,67.18,1.0,1259,2026-05-26 17:40:00
SRV_561,Bangalore,81.39,8.0,1772,2026-05-26 17:41:00
SRV_562,Pune,31.37,5.0,714,2026-05-26 17:42:00
SRV_563,Hyderabad,50.66,1.0,1585,2026-05-26 17:43:00
SRV_564,Mumbai,101.0,,516,2026-05-26 17:44:00
SRV_565,Pune,77.7,4.0,306,2026-05-26 17:45:00
SRV_566,Chennai,,3.0,831,2026-05-26 17:46:00
SRV_567,Hyderabad,,,1983,2026-05-26 17:47:00
SRV_568,Mumbai,26.88,6.0,1927,2026-05-26 17:48:00
SRV_569,Chennai,,2.0,1514,2026-05-26 17:49:00
SRV_570,Pune,69.03,,1301,2026-05-26 17:50:00
SRV_571,Hyderabad,62.92,4.0,562,2026-05-26 17:51:00
SRV_572,Bangalore,94.88,10.0,755,2026-05-26 17:52:00
SRV_573,Pune,56.0,7.0,161,2026-05-26 17:53:00
SRV_574,Mumbai,32.01,1.0,508,2026-05-26 17:54:00
SRV_575,Delhi,67.71,,677,2026-05-26 17:55:00
SRV_576,Delhi,101.0,,1438,2026-05-26 17:56:00
SRV_577,Pune,87.08,5.0,1695,2026-05-26 17:57:00
SRV_578,Delhi,35.6,,664,2026-05-26 17:58:00
SRV_579,Bangalore,70.63,10.0,1025,2026-05-26 17:59:00
SRV_580,Chennai,91.36,2.0,1943,2026-05-21 10:00:00
SRV_581,Delhi,25.55,8.0,770,2026-05-26 18:01:00
SRV_582,Pune,101.0,6.0,1850,2026-05-26 18:02:00
SRV_583,Chennai,35.15,1.0,1922,2026-05-26 18:03:00
SRV_584,Bangalore,35.31,,1955,2026-05-26 18:04:00
SRV_585,Mumbai,67.59,,1101,2026-05-26 18:05:00
SRV_586,Delhi,21.9,8.0,458,2026-05-26 18:06:00
SRV_587,Bangalore,22.91,,1845,2026-05-26 18:07:00
SRV_588,Bangalore,58.31,3.0,1628,2026-05-26 18:08:00
SRV_589,Hyderabad,92.95,,782,2026-05-26 18:09:00
SRV_590,Delhi,,,531,2026-05-26 18:10:00
SRV_591,Mumbai,74.18,,1114,2026-05-24 10:00:00
SRV_592,Hyderabad,43.24,,1281,2026-05-26 18:12:00
SRV_593,Chennai,52.62,,244,2026-05-26 18:13:00
SRV_594,Bangalore,51.47,9.0,1225,2026-05-21 10:00:00
SRV_595,Hyderabad,97.69,8.0,1975,2026-05-26 18:15:00
SRV_596,Mumbai,36.61,,1459,2026-05-23 10:00:00
SRV_597,Delhi,23.66,7.0,253,2026-05-26 18:17:00
SRV_598,Mumbai,98.2,,1305,2026-05-26 18:18:00
SRV_599,Chennai,76.85,,606,2026-05-26 18:19:00
SRV_600,Mumbai,98.8,,1375,2026-05-26 18:20:00
SRV_601,Mumbai,53.83,6.0,1597,2026-05-26 18:21:00
SRV_602,Bangalore,25.53,,319,2026-05-26 18:22:00
SRV_603,Delhi,101.0,7.0,1684,2026-05-26 18:23:00
SRV_604,Mumbai,97.43,8.0,579,2026-05-26 18:24:00
SRV_605,Chennai,89.35,,431,2026-05-26 18:25:00
SRV_606,Chennai,25.76,5.0,1518,2026-05-26 18:26:00
SRV_607,Bangalore,38.09,,99,2026-05-26 18:27:00
SRV_608,Mumbai,83.05,,648,2026-05-26 18:28:00
SRV_609,Mumbai,88.25,0.0,517,2026-05-26 18:29:00
SRV_610,Delhi,79.59,,477,2026-05-26 18:30:00
SRV_611,Chennai,41.54,,514,2026-05-26 18:31:00
SRV_612,Mumbai,22.94,,1856,2026-05-26 18:32:00
SRV_613,Chennai,150.0,,1143,2026-05-26 18:33:00
SRV_614,Hyderabad,46.39,4.0,1664,2026-05-26 18:34:00
SRV_615,Delhi,55.67,1.0,574,2026-05-26 18:35:00
SRV_616,Bangalore,29.09,1.0,1947,2026-05-26 18:36:00
SRV_617,Bangalore,79.0,,847,2026-05-26 18:37:00
SRV_618,Chennai,77.67,,594,2026-05-26 18:38:00
SRV_619,Chennai,,4.0,1361,2026-05-26 18:39:00
SRV_620,Chennai,51.17,,474,2026-05-26 18:40:00
SRV_621,Delhi,150.0,1.0,157,INVALID_DATE
SRV_622,Bangalore,30.93,0.0,618,2026-05-26 18:42:00
SRV_623,Mumbai,82.69,,1957,2026-05-26 18:43:00
SRV_624,Hyderabad,41.97,4.0,610,2026-05-26 18:44:00
SRV_625,Bangalore,101.0,1.0,585,2026-05-26 18:45:00
SRV_626,Pune,,,1118,2026-05-26 18:46:00
SRV_627,Bangalore,58.47,8.0,1906,2026-05-23 10:00:00
SRV_628,Mumbai,70.74,,1799,2026-05-26 18:48:00
SRV_629,Mumbai,33.57,,538,2026-05-26 18:49:00
SRV_630,Mumbai,-10.0,5.0,1346,2026-05-26 18:50:00
SRV_631,Chennai,89.22,,711,2026-05-26 18:51:00
SRV_632,Pune,20.25,,1892,2026-05-26 18:52:00
SRV_633,Chennai,150.0,9.0,1516,2026-05-26 18:53:00
SRV_634,Mumbai,150.0,5.0,128,2026-05-26 18:54:00
SRV_635,Delhi,64.6,,788,2026-05-26 18:55:00
SRV_636,Chennai,23.69,0.0,675,2026-05-26 18:56:00
SRV_637,Bangalore,77.04,,992,2026-05-26 18:57:00
SRV_638,Pune,87.3,3.0,555,2026-05-26 18:58:00
SRV_639,Pune,56.95,9.0,864,2026-05-26 18:59:00
SRV_640,Bangalore,34.89,,571,2026-05-26 19:00:00
SRV_641,Bangalore,41.6,7.0,1759,2026-05-22 10:00:00
SRV_642,Mumbai,92.96,,101,2026-05-26 19:02:00
SRV_643,Pune,20.79,7.0,1139,2026-05-26 19:03:00
SRV_644,Delhi,73.22,9.0,1729,2026-05-26 19:04:00
SRV_645,Mumbai,63.02,,897,2026-05-26 19:05:00
SRV_646,Mumbai,42.43,,1050,2026-05-26 19:06:00
SRV_647,Hyderabad,83.16,,658,2026-05-26 19:07:00
SRV_648,Pune,35.79,2.0,884,2026-05-26 19:08:00
SRV_649,Bangalore,84.39,0.0,1033,2026-05-26 19:09:00
SRV_650,Delhi,35.02,10.0,58,2026-05-26 19:10:00
SRV_651,Pune,,,237,2026-05-24 10:00:00
SRV_652,Pune,150.0,,952,2026-05-26 19:12:00
SRV_653,Chennai,47.89,9.0,1362,2026-05-26 19:13:00
SRV_654,Bangalore,-10.0,2.0,1371,2026-05-26 19:14:00
SRV_655,Hyderabad,75.11,8.0,1107,2026-05-26 19:15:00
SRV_656,Bangalore,67.53,,679,2026-05-26 19:16:00
SRV_657,Pune,84.88,,1931,2026-05-26 19:17:00
SRV_658,Mumbai,52.23,3.0,1636,2026-05-26 19:18:00
SRV_659,Bangalore,,,1698,INVALID_DATE
SRV_660,Hyderabad,61.0,6.0,1771,2026-05-26 19:20:00
SRV_661,Chennai,56.77,,1951,2026-05-26 19:21:00
SRV_662,Delhi,82.58,5.0,767,INVALID_DATE
SRV_663,Mumbai,60.64,,1964,2026-05-26 19:23:00
SRV_664,Mumbai,32.88,9.0,1776,2026-05-26 19:24:00
SRV_665,Bangalore,63.35,10.0,234,2026-05-26 19:25:00
SRV_666,Delhi,54.48,6.0,1420,2026-05-26 19:26:00
SRV_667,Bangalore,150.0,9.0,525,2026-05-26 19:27:00
SRV_668,Hyderabad,26.08,0.0,952,2026-05-26 19:28:00
SRV_669,Mumbai,91.91,2.0,969,2026-05-26 19:29:00
SRV_670,Pune,77.58,,1886,2026-05-26 19:30:00
SRV_671,Hyderabad,42.39,3.0,1219,2026-05-26 19:31:00
SRV_672,Hyderabad,-10.0,5.0,1893,2026-05-26 19:32:00
SRV_673,Pune,96.13,,325,2026-05-26 19:33:00
SRV_674,Mumbai,38.48,,416,2026-05-26 19:34:00
SRV_675,Chennai,97.05,5.0,1211,2026-05-26 19:35:00
SRV_676,Delhi,66.45,4.0,1938,2026-05-26 19:36:00
SRV_677,Delhi,98.26,10.0,1488,2026-05-26 19:37:00
SRV_678,Pune,68.55,,1163,2026-05-26 19:38:00
SRV_679,Pune,88.43,,1965,2026-05-21 10:00:00
SRV_680,Bangalore,47.79,,276,2026-05-26 19:40:00
SRV_681,Delhi,36.77,,489,2026-05-26 19:41:00
SRV_682,Mumbai,54.17,1.0,128,2026-05-26 19:42:00
SRV_683,Pune,73.36,0.0,1347,2026-05-26 19:43:00
SRV_684,Bangalore,93.33,1.0,508,2026-05-26 19:44:00
SRV_685,Mumbai,77.65,5.0,662,2026-05-26 19:45:00
SRV_686,Pune,65.61,,131,2026-05-26 19:46:00
SRV_687,Pune,43.1,0.0,1403,INVALID_DATE
SRV_688,Delhi,81.41,,858,2026-05-26 19:48:00
SRV_689,Bangalore,48.91,10.0,846,2026-05-26 19:49:00
SRV_690,Delhi,37.73,,292,2026-05-26 19:50:00
SRV_691,Pune,49.33,1.0,490,2026-05-26 19:51:00
SRV_692,Bangalore,28.37,,1813,2026-05-26 19:52:00
SRV_693,Hyderabad,36.5,,1144,2026-05-26 19:53:00
SRV_694,Pune,52.9,,1953,2026-05-26 19:54:00
SRV_695,Hyderabad,54.69,8.0,752,2026-05-26 19:55:00
SRV_696,Delhi,76.66,0.0,1286,2026-05-26 19:56:00
SRV_697,Pune,-10.0,,1606,2026-05-26 19:57:00
SRV_698,Chennai,62.28,0.0,910,2026-05-26 19:58:00
SRV_699,Bangalore,31.43,,833,2026-05-26 19:59:00
SRV_700,Mumbai,97.22,2.0,1224,2026-05-25 10:00:00
SRV_701,Hyderabad,68.94,0.0,1132,INVALID_DATE
SRV_702,Bangalore,75.47,,1366,2026-05-26 20:02:00
SRV_703,Mumbai,92.66,,632,2026-05-26 20:03:00
SRV_704,Bangalore,-10.0,,1870,2026-05-26 20:04:00
SRV_705,Delhi,29.81,4.0,1487,2026-05-26 20:05:00
SRV_706,Pune,71.18,4.0,1711,2026-05-26 20:06:00
SRV_707,Delhi,27.31,,984,2026-05-26 20:07:00
SRV_708,Mumbai,28.46,,676,2026-05-26 20:08:00
SRV_709,Delhi,40.49,,452,2026-05-26 20:09:00
SRV_710,Mumbai,89.49,,1362,2026-05-26 20:10:00
SRV_711,Pune,28.13,0.0,1668,2026-05-26 20:11:00
SRV_712,Chennai,70.19,3.0,73,2026-05-26 20:12:00
SRV_713,Chennai,101.0,0.0,1952,2026-05-26 20:13:00
SRV_714,Chennai,53.2,5.0,892,2026-05-26 20:14:00
SRV_715,Chennai,46.1,9.0,827,2026-05-26 20:15:00
SRV_716,Chennai,150.0,,1528,2026-05-26 20:16:00
SRV_717,Bangalore,21.31,,78,2026-05-26 20:17:00
SRV_718,Hyderabad,70.01,8.0,1380,2026-05-26 20:18:00
SRV_719,Bangalore,66.14,,472,2026-05-26 20:19:00
SRV_720,Pune,26.52,2.0,400,2026-05-26 20:20:00
SRV_721,Bangalore,56.09,4.0,50,2026-05-26 20:21:00
SRV_722,Pune,29.95,7.0,963,2026-05-26 20:22:00
SRV_723,Pune,-10.0,1.0,1811,2026-05-26 20:23:00
SRV_724,Pune,66.26,2.0,623,2026-05-26 20:24:00
SRV_725,Delhi,65.66,2.0,1807,2026-05-26 20:25:00
SRV_726,Pune,-10.0,1.0,1061,2026-05-26 20:26:00
SRV_727,Hyderabad,82.75,,1875,2026-05-26 20:27:00
SRV_728,Bangalore,39.21,,112,2026-05-26 20:28:00
SRV_729,Chennai,62.96,,945,2026-05-26 20:29:00
SRV_730,Mumbai,49.35,3.0,1812,2026-05-26 20:30:00
SRV_731,Mumbai,44.9,,1473,2026-05-26 20:31:00
SRV_732,Bangalore,88.65,,719,2026-05-26 20:32:00
SRV_733,Delhi,45.74,,54,2026-05-26 20:33:00
SRV_734,Mumbai,62.35,,1588,2026-05-26 20:34:00
SRV_735,Chennai,60.09,,835,INVALID_DATE
SRV_736,Hyderabad,28.34,,632,2026-05-26 20:36:00
SRV_737,Bangalore,95.95,10.0,1783,INVALID_DATE
SRV_738,Hyderabad,45.64,,133,2026-05-26 20:38:00
SRV_739,Delhi,68.57,5.0,1100,2026-05-26 20:39:00
SRV_740,Bangalore,53.95,,1028,2026-05-26 20:40:00
SRV_741,Hyderabad,30.42,,188,2026-05-26 20:41:00
SRV_742,Hyderabad,36.51,5.0,736,2026-05-26 20:42:00
SRV_743,Hyderabad,47.38,4.0,1163,2026-05-26 20:43:00
SRV_744,Bangalore,-10.0,6.0,450,INVALID_DATE
SRV_745,Bangalore,30.45,,1652,2026-05-24 10:00:00
SRV_746,Hyderabad,93.86,5.0,1753,2026-05-26 20:46:00
SRV_747,Pune,95.68,,492,2026-05-26 20:47:00
SRV_748,Mumbai,30.81,7.0,467,2026-05-26 20:48:00
SRV_749,Bangalore,81.85,,112,2026-05-26 20:49:00
SRV_750,Hyderabad,34.34,,1732,2026-05-26 20:50:00
SRV_751,Mumbai,36.59,,172,2026-05-26 20:51:00
SRV_752,Delhi,32.17,,1048,2026-05-26 20:52:00
SRV_753,Pune,-10.0,5.0,798,2026-05-26 20:53:00
SRV_754,Chennai,62.85,,303,2026-05-26 20:54:00
SRV_755,Delhi,51.89,,993,2026-05-26 20:55:00
SRV_756,Chennai,86.06,6.0,1422,2026-05-26 20:56:00
SRV_757,Chennai,52.65,7.0,1856,2026-05-26 20:57:00
SRV_758,Pune,81.84,0.0,108,2026-05-26 20:58:00
SRV_759,Pune,28.52,,539,2026-05-21 10:00:00
SRV_760,Pune,33.92,3.0,1407,2026-05-26 21:00:00
SRV_761,Mumbai,73.12,8.0,1414,2026-05-26 21:01:00
SRV_762,Chennai,28.67,,1830,2026-05-26 21:02:00
SRV_763,Bangalore,43.23,3.0,1192,2026-05-26 21:03:00
SRV_764,Delhi,35.78,,1113,2026-05-22 10:00:00
SRV_765,Chennai,92.54,9.0,799,INVALID_DATE
SRV_766,Chennai,71.95,,1234,2026-05-26 21:06:00
SRV_767,Hyderabad,86.51,,1851,2026-05-23 10:00:00
SRV_768,Hyderabad,33.99,,1509,2026-05-26 21:08:00
SRV_769,Delhi,70.36,,868,2026-05-26 21:09:00
SRV_770,Bangalore,,,1311,2026-05-26 21:10:00
SRV_771,Chennai,82.57,,1181,INVALID_DATE
SRV_772,Mumbai,82.26,,859,2026-05-26 21:12:00
SRV_773,Bangalore,20.26,,65,2026-05-26 21:13:00
SRV_774,Mumbai,30.44,8.0,929,2026-05-26 21:14:00
SRV_775,Delhi,20.74,5.0,1324,2026-05-26 21:15:00
SRV_776,Delhi,88.36,8.0,503,2026-05-26 21:16:00
SRV_777,Mumbai,51.92,,1022,2026-05-26 21:17:00
SRV_778,Hyderabad,31.1,,787,2026-05-26 21:18:00
SRV_779,Chennai,150.0,,1312,2026-05-26 21:19:00
SRV_780,Hyderabad,35.61,,1650,2026-05-26 21:20:00
SRV_781,Bangalore,21.48,3.0,1456,2026-05-26 21:21:00
SRV_782,Hyderabad,30.33,,234,2026-05-26 21:22:00
SRV_783,Hyderabad,69.47,6.0,1884,2026-05-26 21:23:00
SRV_784,Pune,35.65,2.0,1850,2026-05-26 21:24:00
SRV_785,Mumbai,89.8,,156,2026-05-26 21:25:00
SRV_786,Pune,70.14,1.0,508,2026-05-26 21:26:00
SRV_787,Delhi,45.64,,1132,2026-05-26 21:27:00
SRV_788,Mumbai,101.0,,1698,2026-05-26 21:28:00
SRV_789,Hyderabad,62.9,,1313,2026-05-26 21:29:00
SRV_790,Hyderabad,150.0,,145,2026-05-26 21:30:00
SRV_791,Chennai,80.96,,247,2026-05-26 21:31:00
SRV_792,Delhi,101.0,7.0,502,2026-05-26 21:32:00
SRV_793,Pune,48.0,,1159,2026-05-26 21:33:00
SRV_794,Bangalore,96.79,,1875,2026-05-26 21:34:00
SRV_795,Mumbai,150.0,9.0,518,2026-05-26 21:35:00
SRV_796,Chennai,94.71,,1532,2026-05-26 21:36:00
SRV_797,Mumbai,-10.0,5.0,261,2026-05-22 10:00:00
SRV_798,Chennai,98.45,,763,2026-05-26 21:38:00
SRV_799,Mumbai,101.0,3.0,1949,2026-05-26 21:39:00
SRV_800,Pune,31.74,6.0,1309,2026-05-26 21:40:00
SRV_801,Delhi,,,511,2026-05-26 21:41:00
SRV_802,Pune,70.93,,1278,2026-05-26 21:42:00
SRV_803,Mumbai,-10.0,,415,2026-05-26 21:43:00
SRV_804,Mumbai,31.98,,1849,2026-05-26 21:44:00
SRV_805,Pune,88.53,5.0,398,2026-05-26 21:45:00
SRV_806,Hyderabad,94.21,3.0,575,2026-05-26 21:46:00
SRV_807,Hyderabad,46.44,,157,2026-05-26 21:47:00
SRV_808,Chennai,150.0,,67,2026-05-26 21:48:00
SRV_809,Bangalore,79.68,7.0,1356,2026-05-26 21:49:00
SRV_810,Hyderabad,50.9,,159,2026-05-26 21:50:00
SRV_811,Chennai,23.53,6.0,1485,2026-05-26 21:51:00
SRV_812,Mumbai,26.87,5.0,1338,2026-05-26 21:52:00
SRV_813,Pune,67.47,1.0,437,2026-05-26 21:53:00
SRV_814,Hyderabad,34.99,,1459,2026-05-26 21:54:00
SRV_815,Hyderabad,61.41,,447,2026-05-26 21:55:00
SRV_816,Chennai,91.16,8.0,1991,2026-05-26 21:56:00
SRV_817,Mumbai,150.0,8.0,1186,2026-05-26 21:57:00
SRV_818,Bangalore,49.03,,748,2026-05-26 21:58:00
SRV_819,Pune,36.74,8.0,914,2026-05-26 21:59:00
SRV_820,Chennai,101.0,,213,2026-05-26 22:00:00
SRV_821,Hyderabad,92.02,,1834,2026-05-26 22:01:00
SRV_822,Mumbai,42.68,,438,2026-05-26 22:02:00
SRV_823,Chennai,72.38,7.0,291,2026-05-26 22:03:00
SRV_824,Chennai,75.97,10.0,1836,2026-05-26 22:04:00
SRV_825,Hyderabad,37.5,,556,2026-05-26 22:05:00
SRV_826,Chennai,42.48,,452,2026-05-26 22:06:00
SRV_827,Chennai,34.26,,235,2026-05-26 22:07:00
SRV_828,Mumbai,90.15,7.0,510,2026-05-22 10:00:00
SRV_829,Mumbai,77.47,7.0,1054,2026-05-26 22:09:00
SRV_830,Chennai,31.56,,1024,2026-05-26 22:10:00
SRV_831,Delhi,98.67,10.0,1683,2026-05-26 22:11:00
SRV_832,Pune,74.8,5.0,1385,2026-05-26 22:12:00
SRV_833,Chennai,29.04,,1913,2026-05-26 22:13:00
SRV_834,Bangalore,42.65,,1451,2026-05-26 22:14:00
SRV_835,Bangalore,92.76,3.0,1665,2026-05-24 10:00:00
SRV_836,Pune,56.69,,911,2026-05-26 22:16:00
SRV_837,Bangalore,,7.0,610,2026-05-26 22:17:00
SRV_838,Mumbai,25.34,,1899,2026-05-26 22:18:00
SRV_839,Bangalore,34.36,,169,2026-05-26 22:19:00
SRV_840,Pune,82.18,,116,2026-05-26 22:20:00
SRV_841,Mumbai,-10.0,2.0,1189,2026-05-26 22:21:00
SRV_842,Bangalore,37.3,,1574,2026-05-26 22:22:00
SRV_843,Pune,58.89,,1394,2026-05-26 22:23:00
SRV_844,Pune,81.19,8.0,486,2026-05-26 22:24:00
SRV_845,Chennai,84.63,,1626,2026-05-26 22:25:00
SRV_846,Delhi,66.43,,202,2026-05-26 22:26:00
SRV_847,Pune,90.29,8.0,299,2026-05-26 22:27:00
SRV_848,Delhi,,,1564,2026-05-26 22:28:00
SRV_849,Mumbai,-10.0,6.0,384,2026-05-26 22:29:00
SRV_850,Bangalore,34.5,,1785,2026-05-26 22:30:00
SRV_851,Mumbai,98.14,,1743,2026-05-26 22:31:00
SRV_852,Pune,150.0,,1173,INVALID_DATE
SRV_853,Pune,47.21,,1609,2026-05-26 22:33:00
SRV_854,Bangalore,61.97,,157,INVALID_DATE
SRV_855,Hyderabad,27.31,3.0,1445,2026-05-26 22:35:00
SRV_856,Pune,82.58,6.0,853,2026-05-26 22:36:00
SRV_857,Pune,60.57,3.0,1889,2026-05-26 22:37:00
SRV_858,Hyderabad,97.55,1.0,93,2026-05-26 22:38:00
SRV_859,Bangalore,38.27,10.0,674,2026-05-26 22:39:00
SRV_860,Pune,39.79,,1737,2026-05-26 22:40:00
SRV_861,Delhi,79.43,,1637,2026-05-26 22:41:00
SRV_862,Mumbai,39.4,,578,2026-05-26 22:42:00
SRV_863,Chennai,70.72,,686,2026-05-21 10:00:00
SRV_864,Chennai,96.93,,1272,2026-05-26 22:44:00
SRV_865,Bangalore,30.41,1.0,111,2026-05-26 22:45:00
SRV_866,Delhi,76.38,,306,2026-05-26 22:46:00
SRV_867,Mumbai,58.91,,912,2026-05-26 22:47:00
SRV_868,Mumbai,63.76,3.0,318,2026-05-26 22:48:00
SRV_869,Bangalore,-10.0,4.0,1490,2026-05-26 22:49:00
SRV_870,Hyderabad,87.26,7.0,1709,2026-05-26 22:50:00
SRV_871,Pune,41.76,4.0,1011,2026-05-26 22:51:00
SRV_872,Mumbai,43.1,1.0,1630,2026-05-26 22:52:00
SRV_873,Mumbai,62.99,5.0,636,2026-05-26 22:53:00
SRV_874,Hyderabad,72.38,,774,2026-05-26 22:54:00
SRV_875,Hyderabad,150.0,,1238,2026-05-26 22:55:00
SRV_876,Mumbai,57.36,,747,2026-05-26 22:56:00
SRV_877,Bangalore,48.01,1.0,1824,2026-05-26 22:57:00
SRV_878,Hyderabad,77.16,1.0,1087,2026-05-26 22:58:00
SRV_879,Hyderabad,101.0,4.0,76,2026-05-26 22:59:00
SRV_880,Hyderabad,,,1609,2026-05-26 23:00:00
SRV_881,Delhi,49.5,0.0,1978,2026-05-26 23:01:00
SRV_882,Chennai,63.21,7.0,1287,2026-05-26 23:02:00
SRV_883,Chennai,40.6,9.0,1209,2026-05-26 23:03:00
SRV_884,Bangalore,34.81,3.0,1685,2026-05-26 23:04:00
SRV_885,Pune,84.49,,151,2026-05-26 23:05:00
SRV_886,Hyderabad,27.51,7.0,1892,2026-05-21 10:00:00
SRV_887,Mumbai,89.4,2.0,1450,2026-05-26 23:07:00
SRV_888,Delhi,93.4,6.0,1039,2026-05-26 23:08:00
SRV_889,Hyderabad,35.23,2.0,1097,2026-05-26 23:09:00
SRV_890,Mumbai,89.51,,451,2026-05-24 10:00:00
SRV_891,Bangalore,101.0,,1972,2026-05-26 23:11:00
SRV_892,Pune,62.74,5.0,326,2026-05-26 23:12:00
SRV_893,Delhi,44.64,,1669,2026-05-26 23:13:00
SRV_894,Chennai,64.42,,308,2026-05-26 23:14:00
SRV_895,Chennai,52.18,,931,2026-05-26 23:15:00
SRV_896,Hyderabad,51.7,,690,2026-05-26 23:16:00
SRV_897,Mumbai,37.1,6.0,1372,2026-05-26 23:17:00
SRV_898,Bangalore,101.0,9.0,232,2026-05-26 23:18:00
SRV_899,Mumbai,64.73,2.0,1916,2026-05-26 23:19:00
SRV_900,Hyderabad,36.54,4.0,425,2026-05-26 23:20:00
SRV_901,Chennai,71.3,,310,2026-05-26 23:21:00
SRV_902,Pune,76.81,,1235,2026-05-26 23:22:00
SRV_903,Chennai,26.54,4.0,120,2026-05-26 23:23:00
SRV_904,Pune,68.64,9.0,1940,2026-05-26 23:24:00
SRV_905,Pune,40.06,,934,2026-05-26 23:25:00
SRV_906,Hyderabad,33.87,,1597,2026-05-26 23:26:00
SRV_907,Hyderabad,23.56,,428,2026-05-26 23:27:00
SRV_908,Bangalore,81.93,,1323,2026-05-26 23:28:00
SRV_909,Hyderabad,150.0,,824,2026-05-26 23:29:00
SRV_910,Hyderabad,,9.0,1072,2026-05-26 23:30:00
SRV_911,Hyderabad,68.48,5.0,1395,2026-05-26 23:31:00
SRV_912,Delhi,150.0,1.0,777,2026-05-26 23:32:00
SRV_913,Pune,81.77,,1724,2026-05-25 10:00:00
SRV_914,Bangalore,-10.0,5.0,1878,2026-05-26 23:34:00
SRV_915,Mumbai,101.0,,1112,2026-05-26 23:35:00
SRV_916,Hyderabad,45.68,4.0,833,2026-05-26 23:36:00
SRV_917,Chennai,86.16,,1712,2026-05-26 23:37:00
SRV_918,Pune,,,1450,2026-05-26 23:38:00
SRV_919,Bangalore,45.37,,1536,2026-05-26 23:39:00
SRV_920,Bangalore,-10.0,3.0,142,2026-05-26 23:40:00
SRV_921,Delhi,48.01,,1268,2026-05-26 23:41:00
SRV_922,Hyderabad,98.76,5.0,1130,INVALID_DATE
SRV_923,Chennai,76.39,10.0,1934,2026-05-26 23:43:00
SRV_924,Chennai,36.97,7.0,1044,2026-05-26 23:44:00
SRV_925,Hyderabad,44.06,1.0,1167,2026-05-26 23:45:00
SRV_926,Chennai,84.91,,1322,2026-05-26 23:46:00
SRV_927,Chennai,93.57,,1656,2026-05-26 23:47:00
SRV_928,Mumbai,,,1921,2026-05-26 23:48:00
SRV_929,Hyderabad,97.16,7.0,1869,2026-05-26 23:49:00
SRV_930,Pune,36.78,,798,2026-05-26 23:50:00
SRV_931,Hyderabad,57.77,,1219,2026-05-26 23:51:00
SRV_932,Pune,90.63,3.0,917,2026-05-26 23:52:00
SRV_933,Hyderabad,88.96,4.0,1426,2026-05-26 23:53:00
SRV_934,Hyderabad,38.47,8.0,148,2026-05-26 23:54:00
SRV_935,Chennai,86.04,0.0,1447,2026-05-26 23:55:00
SRV_936,Bangalore,92.48,,383,2026-05-26 23:56:00
SRV_937,Mumbai,48.3,,1201,2026-05-26 23:57:00
